t,cycle_no,base_pct,GDP_pct,GNI_pct,AD_pct,AS_pct,Pw_pct,Sw_pct,IKT_pct,IHT_pct,target_GDP,target_GNI,target_AD,target_AS,asymmetry,Pc,Pw,P_net,P_net_check,P_N,P_A,Sc,Sw,S_net,S_net_check,S_N,S_A,Mc,M_N,M_A,B_N,B_A,I_K_N,R_K_N,I_K_A,R_K_A,I_H_N,R_H_N,I_H_A,R_H_A,I_K_T_abs,I_H_T_abs,I_K_T_check,I_H_T_check,K_stock,H_stock,bal1_driver,bal2_driver,bal3_driver,bal4_driver,BAL_1_abs,BAL_2_abs,BAL_3_abs,BAL_4_abs,amp_mod_1,amp_mod_2,amp_mod_3,amp_mod_4,GDP_abs,GNI_abs,AD_abs,AS_abs,Pw_abs_plot,Sw_abs_plot,IKT_abs_plot,IHT_abs_plot,GDP_gap_abs,GNI_gap_abs,AD_gap_abs,AS_gap_abs
306,2,10.874540796237602,9.97777153976186,10.305243825056703,9.476241438490412,10.305243825056703,9.97777153976186,10.305243825056703,10.305243825056703,9.476241438490412,10.874540796237602,10.874540796237602,10.874540796237602,10.874540796237602,0.0,1.5060982281644022,1.278676075227729,0.22742215293667312,0.22742215293667312,1.5060982281644022,0.0,1.5060982281644022,1.278676075227729,0.22742215293667312,0.22742215293667312,1.5060982281644022,0.0,1.5060982281644022,1.5060982281644022,0.0,1.5060982281644022,0.0,1.278676075227729,0.07732353199846886,0.0,0.0,1.278676075227729,0.07732353199846886,0.0,0.0,1.355999607226198,1.355999607226198,1.355999607226198,1.355999607226198,25.221790929187872,25.251211432407274,25.23296668027393,25.237085310415708,25.236496893524958,25.234143363151446,275.22931743739827,261.27724618408365,107.30779553972596,121.29315179054551,-0.0004371718816422593,-0.00020401354476638767,-0.0002914479210948395,-0.00046631667375174324,147.80006170704738,149.89902636421627,131.1564589607162,136.44731574476288,61.93321715109711,62.681604617762105,68.80278945784264,66.57537234202775,-127.42925573035086,-125.330291073182,-130.12078722336744,-124.82993043932078
307,2,11.214522461851459,10.300276830140835,10.633899589029138,9.78978975005856,10.633899589029138,10.300276830140835,10.633899589029138,10.633899589029138,9.78978975005856,11.214522461851459,11.214522461851459,11.214522461851459,11.214522461851459,0.0,1.522724875706753,1.293194836443274,0.22953003926347904,0.22953003926347915,1.522724875706753,0.0,1.522724875706753,1.293194836443274,0.22953003926347904,0.22953003926347915,1.522724875706753,0.0,1.522724875706753,1.522724875706753,0.0,1.522724875706753,0.0,1.293194836443274,0.07804021334958287,0.0,0.0,1.293194836443274,0.07804021334958287,0.0,0.0,1.3712350497928567,1.3712350497928567,1.3712350497928567,1.3712350497928567,25.221790929187872,25.251211432407274,25.23296668027393,25.237085310415708,25.236496893524958,25.234143363151446,275.22931743739827,261.27724618408365,107.30779553972596,121.29315179054551,-0.0004371718816422593,-0.00020401354476638767,-0.0002914479210948395,-0.00046631667375174324,149.86718141044972,152.00675823859393,133.15678739838452,138.5468846885303,62.67024970559461,63.433196920061455,69.68684008155654,67.41744049551495,-125.36213602694858,-123.22255919880433,-128.12045878569913,-122.73036149555335
308,2,11.561810278685734,10.629270891375597,10.9693256344621,10.109442543789745,10.9693256344621,10.629270891375597,10.9693256344621,10.9693256344621,10.109442543789745,11.561810278685734,11.561810278685734,11.561810278685734,11.561810278685734,0.0,1.539734866619403,1.3080516428915514,0.23168322372785155,0.23168322372785166,1.539734866619403,0.0,1.539734866619403,1.3080516428915514,0.23168322372785155,0.23168322372785166,1.539734866619403,0.0,1.539734866619403,1.539734866619403,0.0,1.539734866619403,0.0,1.3080516428915514,0.07877229606746954,0.0,0.0,1.3080516428915514,0.07877229606746954,0.0,0.0,1.386823938959021,1.386823938959021,1.386823938959021,1.386823938959021,25.221790929187872,25.251211432407274,25.23296668027393,25.237085310415708,25.236496893524958,25.234143363151446,275.22931743739827,261.27724618408365,107.30779553972596,121.29315179054551,-0.0004371718816422593,-0.00020401354476638767,-0.0002914479210948395,-0.00046631667375174324,151.97706483968295,154.15923644920085,135.1970435287132,140.6910470385256,63.422608025385465,64.20083378742721,70.58976374696769,68.27638751763074,-123.25225259771531,-121.07008098819742,-126.08020265537044,-120.58619914555803
309,2,11.916752811938684,10.965058882702563,11.31184314571137,10.435480255735404,11.31184314571137,10.965058882702563,11.31184314571137,11.31184314571137,10.435480255735404,11.916752811938684,11.916752811938684,11.916752811938684,11.916752811938684,0.0,1.5571461978428607,1.323262330408841,0.23388386743401984,0.2338838674340198,1.5571461978428607,0.0,1.5571461978428607,1.323262330408841,0.23388386743401984,0.2338838674340198,1.5571461978428607,0.0,1.5571461978428607,1.5571461978428607,0.0,1.5571461978428607,0.0,1.323262330408841,0.07952051492756675,0.0,0.0,1.323262330408841,0.07952051492756675,0.0,0.0,1.4027828453364077,1.4027828453364077,1.4027828453364077,1.4027828453364077,25.221790929187872,25.251211432407274,25.23296668027393,25.237085310415708,25.236496893524958,25.234143363151446,275.22931743739827,261.27724618408365,107.30779553972596,121.29315179054551,-0.0004371718816422593,-0.00020401354476638767,-0.0002914479210948395,-0.00046631667375174324,154.13184718174446,156.35872675723334,137.27916317283317,142.88206294113084,64.19106537819837,64.98533690369166,71.51252707800106,69.15303887388134,-121.09747025565383,-118.87059068016492,-123.99808301125051,-118.39518324295281
310,2,12.279714102418573,11.307961289976168,11.661788759560885,10.768198382855836,11.661788759560885,11.307961289976168,11.661788759560885,11.661788759560885,10.768198382855836,12.279714102418573,12.279714102418573,12.279714102418573,12.279714102418573,0.0,1.5749777142454766,1.3388434868104815,0.23613422743499515,0.23613422743499513,1.5749777142454766,0.0,1.5749777142454766,1.3388434868104815,0.23613422743499515,0.23613422743499513,1.5749777142454766,0.0,1.5749777142454766,1.5749777142454766,0.0,1.5749777142454766,0.0,1.3388434868104815,0.08028563732789835,0.0,0.0,1.3388434868104815,0.08028563732789835,0.0,0.0,1.4191291241383799,1.4191291241383799,1.4191291241383799,1.4191291241383799,25.221790929187872,25.251211432407274,25.23296668027393,25.237085310415708,25.236496893524958,25.234143363151446,275.22931743739827,261.27724618408365,107.30779553972596,121.29315179054551,-0.0004371718816422593,-0.00020401354476638767,-0.0002914479210948395,-0.00046631667375174324,156.3337902538603,158.60762697233616,139.4052010803821,145.12232458536272,64.97644207722978,65.78757723788758,72.45615469030203,70.04827173742525,-118.89552718353798,-116.6216904650621,-121.87204510370154,-116.15492159872093
311,2,12.651073793460462,11.658314017394812,12.019514646936198,11.1079075943504,12.019514646936198,11.658314017394812,12.019514646936198,12.019514646936198,11.1079075943504,12.651073793460462,12.651073793460462,12.651073793460462,12.651073793460462,0.0,1.5932491191532432,1.3548124616337884,0.23843665751945486,0.23843665751945475,1.5932491191532432,0.0,1.5932491191532432,1.3548124616337884,0.23843665751945486,0.23843665751945475,1.5932491191532432,0.0,1.5932491191532432,1.5932491191532432,0.0,1.5932491191532432,0.0,1.3548124616337884,0.08106846355661466,0.0,0.0,1.3548124616337884,0.08106846355661466,0.0,0.0,1.435880925190403,1.435880925190403,1.435880925190403,1.435880925190403,25.221790929187872,25.251211432407274,25.23296668027393,25.237085310415708,25.236496893524958,25.234143363151446,275.22931743739827,261.27724618408365,107.30779553972596,121.29315179054551,-0.0004371718816422593,-0.00020401354476638767,-0.0002914479210948395,-0.00046631667375174324,158.5852878073995,160.90847293962173,141.57733542823075,147.41436225053258,65.77960768707412,66.60847754362497,73.42173213451927,70.96301715532861,-116.64402962999876,-114.32084449777653,-119.6999107558529,-113.86288393355107
312,2,13.031227409899852,12.016468537042483,12.385388678275,11.454933879485244,12.385388678275,12.016468537042483,12.385388678275,12.385388678275,11.454933879485244,13.031227409899852,13.031227409899852,13.031227409899852,13.031227409899852,0.0,1.6119809924978488,1.3711873825564698,0.24079360994137908,0.240793609941379,1.6119809924978488,0.0,1.6119809924978488,1.3711873825564698,0.24079360994137908,0.240793609941379,1.6119809924978488,0.0,1.6119809924978488,1.6119809924978488,0.0,1.6119809924978488,0.0,1.3711873825564698,0.0818698273800689,0.0,0.0,1.3711873825564698,0.0818698273800689,0.0,0.0,1.4530572099365386,1.4530572099365386,1.4530572099365386,1.4530572099365386,25.221790929187872,25.251211432407274,25.23296668027393,25.237085310415708,25.236496893524958,25.234143363151446,275.22931743739827,261.27724618408365,107.30779553972596,121.29315179054551,-0.0004371718816422593,-0.00020401354476638767,-0.0002914479210948395,-0.00046631667375174324,160.8888719707923,163.26394593259624,143.79787318388463,149.76085176770647,66.60148368706332,67.4490154178017,74.41040949804125,71.89826262425922,-114.34044546660596,-111.96537150480202,-117.47937300019902,-111.51639441637718
313,2,13.420586858790777,12.382792141118788,12.759794725383099,11.809618766821453,12.759794725383099,12.382792141118788,12.759794725383099,12.759794725383099,11.809618766821453,13.420586858790777,13.420586858790777,13.420586858790777,13.420586858790777,0.0,1.6311948201027795,1.3879871815782767,0.24320763852450283,0.24320763852450278,1.6311948201027795,0.0,1.6311948201027795,1.3879871815782767,0.24320763852450283,0.24320763852450278,1.6311948201027795,0.0,1.6311948201027795,1.6311948201027795,0.0,1.6311948201027795,0.0,1.3879871815782767,0.08269059709833097,0.0,0.0,1.3879871815782767,0.08269059709833097,0.0,0.0,1.4706777786766076,1.4706777786766076,1.4706777786766076,1.4706777786766076,25.221790929187872,25.251211432407274,25.23296668027393,25.237085310415708,25.236496893524958,25.234143363151446,275.22931743739827,261.27724618408365,107.30779553972596,121.29315179054551,-0.0004371718816422593,-0.00020401354476638767,-0.0002914479210948395,-0.00046631667375174324,163.2472212267303,165.67688190018436,146.06925665433323,152.16462384308286,67.44304674013681,68.31022708576386,75.42340586182736,72.85505521771668,-111.98209621066798,-109.55243553721391,-115.20798952975042,-109.11262234100079
314,2,13.81958123965889,12.757668352652706,13.14313316486414,12.172319659103067,13.14313316486414,12.757668352652706,13.14313316486414,13.14313316486414,12.172319659103067,13.81958123965889,13.81958123965889,13.81958123965889,13.81958123965889,0.0,1.6509130385613964,1.4052316348755112,0.24568140368588512,0.2456814036858852,1.6509130385613964,0.0,1.6509130385613964,1.4052316348755112,0.24568140368588512,0.2456814036858852,1.6509130385613964,0.0,1.6509130385613964,1.6509130385613964,0.0,1.6509130385613964,0.0,1.4052316348755112,0.08353167725320094,0.0,0.0,1.4052316348755112,0.08353167725320094,0.0,0.0,1.488763312128712,1.488763312128712,1.488763312128712,1.488763312128712,25.221790929187872,25.251211432407274,25.23296668027393,25.237085310415708,25.236496893524958,25.234143363151446,275.22931743739827,261.27724618408365,107.30779553972596,121.29315179054551,-0.0004371718816422593,-0.00020401354476638767,-0.0002914479210948395,-0.00046631667375174324,165.66317039316385,168.15028309094845,148.39407161073544,154.62867576581596,68.30533274210076,69.19321210648016,76.46201484010504,73.83450543700454,-109.56614704423441,-107.07903434644982,-112.88317457334821,-106.6485704182677
315,2,14.228658068319875,13.141497562592528,13.53582166161547,12.543410338515727,13.53582166161547,13.141497562592528,13.53582166161547,13.53582166161547,12.543410338515727,14.228658068319875,14.228658068319875,14.228658068319875,14.228658068319875,0.0,1.6711591010146392,1.422941420991056,0.24821768002358324,0.24821768002358313,1.6711591010146392,0.0,1.6711591010146392,1.422941420991056,0.24821768002358324,0.24821768002358313,1.6711591010146392,0.0,1.6711591010146392,1.6711591010146392,0.0,1.6711591010146392,0.0,1.422941420991056,0.0843940112080183,0.0,0.0,1.422941420991056,0.0843940112080183,0.0,0.0,1.5073354321990744,1.5073354321990744,1.5073354321990744,1.5073354321990744,25.221790929187872,25.251211432407274,25.23296668027393,25.237085310415708,25.236496893524958,25.234143363151446,275.22931743739827,261.27724618408365,107.30779553972596,121.29315179054551,-0.0004371718815550567,-0.00020401354459085767,-0.00029144792095419075,-0.0004663166736864821,168.13972315189983,170.68733264675558,150.77505745262818,157.15618609062935,69.1894418523272,70.09913921475723,77.52761145843004,74.8377919899589,-107.08959428549844,-104.54198479064269,-110.50218873145548,-104.1210600934543
316,2,14.648285026768955,13.534697975270957,13.93829632659888,12.923281709165385,13.93829632659888,13.534697975270957,13.93829632659888,13.93829632659888,12.923281709165385,14.648285026768955,14.648285026768955,14.648285026768955,14.648285026768955,0.0,1.6919575696153784,1.4411382024494108,0.25081936716596753,0.25081936716596753,1.6919575696153784,0.0,1.6919575696153784,1.4411382024494108,0.25081936716596753,0.25081936716596753,1.6919575696153784,0.0,1.6919575696153784,1.6919575696153784,0.0,1.6919575696153784,0.0,1.4411382024494108,0.08527858483642897,0.0,0.0,1.4411382024494108,0.08527858483642897,0.0,0.0,1.5264167872858398,1.5264167872858398,1.5264167872858398,1.5264167872858398,25.221790929187872,25.251211432407274,25.23296668027393,25.237085310415708,25.236496893524958,25.234143363151446,275.22931743739827,261.27724618408365,107.30779553972596,121.29315179054551,-0.00043717187874891145,-0.00020401353959479182,-0.0002914479168274162,-0.00046631667145210305,170.68006774148301,173.29141281914966,153.21511994997553,159.7505329423078,70.09654473146318,71.02925353633415,78.62166064826093,75.86616773469903,-104.54924969591525,-101.93790461824861,-108.06212623410812,-101.52671324177584
317,2,15.078952381241821,13.937706963325743,14.351013365119764,13.312342859563856,14.351013365119764,13.937706963325743,14.351013365119764,14.351013365119764,13.312342859563856,15.078952381241821,15.078952381241821,15.078952381241821,15.078952381241821,0.0,1.7133342420009123,1.459844737237213,0.2534895047636993,0.25348950476369936,1.7133342420009123,0.0,1.7133342420009123,1.459844737237213,0.2534895047636993,0.25348950476369936,1.7133342420009123,0.0,1.7133342420009123,1.7133342420009123,0.0,1.7133342420009123,0.0,1.459844737237213,0.08618643161965776,0.0,0.0,1.459844737237213,0.08618643161965776,0.0,0.0,1.5460311688568706,1.5460311688568706,1.5460311688568706,1.5460311688568706,25.221790929187872,25.251211432407274,25.23296668027393,25.237085310415708,25.236496893524958,25.234143363151446,275.22931743739827,261.27724618408365,107.30779553972596,121.29315179054551,-0.000437171835758658,-0.00020401347089763714,-0.0002914478584045082,-0.0004663166356069457,173.28759650871206,175.9661275228272,155.71734717692848,162.41531663815385,71.02789023563157,71.98488542737847,79.74572765621575,76.92096706203355,-101.94172092868621,-99.26318991457106,-105.55989900715514,-98.8619295459298
318,2,15.521176275479586,14.35098295852906,14.774451361524662,13.71102254876637,14.774451361524662,14.35098295852906,14.774451361524662,14.774451361524662,13.71102254876637,15.521176275479586,15.521176275479586,15.521176275479586,15.521176275479586,0.0,1.7353163224074937,1.4790850294995201,0.2562312929079734,0.25623129290797353,1.7353163224074937,0.0,1.7353163224074937,1.4790850294995201,0.2562312929079734,0.25623129290797353,1.7353163224074937,0.0,1.7353163224074937,1.7353163224074937,0.0,1.7353163224074937,0.0,1.4790850294995201,0.08711863958871097,0.0,0.0,1.4790850294995201,0.08711863958871097,0.0,0.0,1.566203669088231,1.566203669088231,1.566203669088231,1.566203669088231,25.221790929187872,25.251211432407274,25.23296668027393,25.237085310415708,25.236496893524958,25.234143363151446,275.22931743739827,261.27724618408365,107.30779553972596,121.29315179054551,-0.000437171416421921,-0.00020401286279661846,-0.0002914473264675194,-0.0004663162732056612,175.96593008119308,178.7153299809587,158.28502931037514,165.1543873378419,71.98481483315143,72.96746119293648,80.90149067301381,78.00361502491334,-99.26338735620519,-96.51398745643957,-102.99221687370851,-96.12285884624174
319,2,15.975503150634221,14.775008033540729,15.209114378770096,14.119771243685578,15.209114378770096,14.775008033540729,15.209114378770096,15.209114378770096,14.119771243685578,15.975503150634221,15.975503150634221,15.975503150634221,15.975503150634221,0.0,1.7579326503938826,1.4988845308599505,0.25904811953393214,0.25904811953393203,1.7579326503938826,0.0,1.7579326503938826,1.4988845308599505,0.25904811953393214,0.25904811953393203,1.7579326503938826,0.0,1.7579326503938826,1.7579326503938826,0.0,1.7579326503938826,0.0,1.4988845308599505,0.08807636064153694,0.0,0.0,1.4988845308599505,0.08807636064153694,0.0,0.0,1.5869608915014874,1.5869608915014874,1.5869608915014874,1.5869608915014874,25.221790929187872,25.251211432407274,25.23296668027393,25.237085310415708,25.236496893524958,25.234143363151446,275.22931743739827,261.27724618408365,107.30779553972596,121.29315179054551,-0.0004371684803763719,-0.00020400896619351044,-0.0002914438230158725,-0.00046631366147216306,178.71894692861935,181.54315616245495,160.9216829722682,167.97187833354243,72.9687539989857,73.97851590107281,82.09075594657136,79.11563853977367,-96.51037050877892,-93.68616127494329,-100.35556321181545,-93.30536785054122
320,2,16.442515541650007,15.210291360952175,15.655536086287984,14.539063861759736,15.655536086287984,15.210291360952175,15.655536086287984,15.655536086287984,14.539063861759736,16.442515541650007,16.442515541650007,16.442515541650007,16.442515541650007,0.0,1.781214000209681,1.519270403851451,0.26194359635823006,0.26194359635822995,1.781214000209681,0.0,1.781214000209681,1.519270403851451,0.26194359635823006,0.26194359635822995,1.781214000209681,0.0,1.781214000209681,1.781214000209681,0.0,1.781214000209681,0.0,1.519270403851451,0.08906082276179822,0.0,0.0,1.519270403851451,0.08906082276179822,0.0,0.0,1.6083312266132492,1.6083312266132492,1.6083312266132492,1.6083312266132492,25.221790929187872,25.251211432407274,25.2329666847803,25.23708531390508,25.236496897159633,25.234143367367277,275.2293174865516,261.2772462202088,107.30779555518092,121.29315181080976,-0.00043715271511254216,-0.0002039896929674785,-0.0002914260206503243,-0.0004662992980238955,181.55081903939873,184.45406456195818,163.6310807943122,170.87224540078313,73.98125580958875,75.01970842950091,83.31547555075898,80.25867999337325,-93.67849844715289,-90.77525292459345,-97.64616542589658,-90.40500081942565
321,2,16.922839552848217,15.657373780320848,16.114285181216026,14.96940340963884,16.114285181216026,15.657373780320848,16.114285181216026,16.114285181216026,14.96940340963884,16.922839552848217,16.922839552848217,16.922839552848217,16.922839552848217,0.0,1.8051934666375122,1.5402718614098534,0.26492160522765895,0.26492160522765884,1.8051934666375122,0.0,1.8051934666375122,1.5402718614098534,0.26492160522765895,0.26492160522765884,1.8051934666375122,0.0,1.8051934666375122,1.8051934666375122,0.0,1.8051934666375122,0.0,1.5402718614098534,0.09007334577740406,0.0,0.0,1.5402718614098534,0.09007334577740406,0.0,0.0,1.6303452071872575,1.6303452071872575,1.6303452071872575,1.6303452071872575,25.221790929187872,25.251211432407274,25.232966771937754,25.237085381392834,25.236496967457736,25.234143448905474,275.2293184372241,261.27724691890336,107.30779585409459,121.29315220274003,-0.00043708499628250855,-0.00020391305334047408,-0.0002913533135717394,-0.00046623633522437314,184.4660549286266,187.452883207332,166.41728739726742,173.86031285392835,75.02399709675203,76.09283894815746,84.57776806864202,81.43451382721426,-90.76326350859753,-87.77643522989212,-94.85995952163597,-87.41693406497504
322,2,17.41715449958504,16.116833773509008,16.585972452077364,15.411325763953405,16.585972452077364,16.116833773509008,16.585972452077364,16.585972452077364,15.411325763953405,17.41715449958504,17.41715449958504,17.41715449958504,17.41715449958504,0.0,1.8299069625368587,1.5619206046394314,0.26798635789742725,0.2679863578974273,1.8299069625368587,0.0,1.8299069625368587,1.5619206046394314,0.26798635789742725,0.2679863578974273,1.8299069625368587,0.0,1.8299069625368587,1.8299069625368587,0.0,1.8299069625368587,0.0,1.5619206046394314,0.09111536168512527,0.0,0.0,1.5619206046394314,0.09111536168512527,0.0,0.0,1.6530359663245566,1.6530359663245566,1.6530359663245566,1.6530359663245566,25.221790929187872,25.251211432407274,25.23296757844875,25.237086005890248,25.236497617960723,25.234144203418644,275.22932723426624,261.2772533842682,107.30779862009028,121.29315582946434,-0.0004368453258095157,-0.00020366100318910843,-0.00029110773394976644,-0.00046600954666218387,187.46955435441282,190.54486772058596,169.28470572061033,176.94132925742585,76.09880350631158,77.1998699282341,85.87994358718062,82.64506803130006,-87.75977287985361,-84.68445951368048,-91.992547663658,-84.33592412684254
323,2,17.926205411412536,16.589295243012465,17.071259947105236,15.865405915329651,17.071259947105236,16.589295243012465,17.071259947105236,17.071259947105236,15.865405915329651,17.926205411412536,17.926205411412536,17.926205411412536,17.926205411412536,0.0,1.8553938640655794,1.5842513905148217,0.2711424735507577,0.2711424735507577,1.8553938640655794,0.0,1.8553938640655794,1.5842513905148217,0.2711424735507577,0.2711424735507577,1.8553938640655794,0.0,1.8553938640655794,1.8553938640655794,0.0,1.8553938640655794,0.0,1.5842513905148217,0.09218844100725763,0.0,0.0,1.5842513905148217,0.09218844100725763,0.0,0.0,1.6764398315220792,1.6764398315220792,1.6764398315220792,1.6764398315220792,25.221790929187872,25.251211432407274,25.232972340073683,25.237089692909198,25.236501458516226,25.23414865804898,275.2293791718286,261.2772915556397,107.30781495046872,121.29317724157038,-0.00043613077398056623,-0.00020296075302366723,-0.0002904069033951432,-0.0004653228597830666,190.56668783996685,193.73578261637968,172.23814479865527,180.12104216409244,77.20767754191627,78.34295433974663,87.22453774204,83.89245618390922,-84.66269133186316,-81.49359655545041,-89.0391467569857,-81.15624939154873
324,2,18.450819208201526,17.07543760141315,17.57087284218663,16.332266088589954,17.57087284218663,17.07543760141315,17.57087284218663,17.57087284218663,16.332266088589954,18.450819208201526,18.450819208201526,18.450819208201526,18.450819208201526,0.0,1.8816978458066211,1.6073027667157715,0.2743950790908495,0.2743950790908496,1.8816978458066211,0.0,1.8816978458066211,1.6073027667157715,0.2743950790908495,0.2743950790908496,1.8816978458066211,0.0,1.8816978458066211,1.8816978458066211,0.0,1.8816978458066211,0.0,1.6073027667157715,0.09329432689088883,0.0,0.0,1.6073027667157715,0.09329432689088883,0.0,0.0,1.7005970936066603,1.7005970936066603,1.7005970936066603,1.7005970936066603,25.22179278905881,25.251211432407274,25.23299253553149,25.237105330632712,25.23651774743498,25.234167551447552,275.22959945437157,261.2774534515673,107.3078842123782,121.29326805661519,-0.00043430429035677253,-0.0002012893867427823,-0.00028868804753716143,-0.0004635431980469775,193.7634240390593,197.03202734953172,175.28292827117306,183.40580819293552,78.35284173647455,79.52447749356189,88.61436324965297,85.17902998065847,-81.46617541532208,-78.19757210485022,-85.9945251804032,-77.8716452586421
325,2,18.991925493118035,17.576008843221015,18.08561479801137,16.812586282149727,18.08561479801137,17.576008843221015,18.08561479801137,18.08561479801137,16.812586282149727,18.991925493118035,18.991925493118035,18.991925493118035,18.991925493118035,0.0,1.908867955195765,1.6311180171384332,0.27774993805733184,0.27774993805733184,1.908867955195765,0.0,1.908867955195765,1.6311180171384332,0.27774993805733184,0.27774993805733184,1.908867955195765,0.0,1.908867955195765,1.908867955195765,0.0,1.908867955195765,0.0,1.6311180171384332,0.09443497893949283,0.0,0.0,1.6311180171384332,0.09443497893949283,0.0,0.0,1.7255529960779261,1.7255529960779261,1.7255529960779261,1.7255529960779261,25.22181388175097,25.251211432407274,25.2330582864175,25.237156242703033,25.236570779627414,25.234229063157407,275.2303166340717,261.2779805395954,107.30810970990612,121.29356372542601,-0.00043024180397369306,-0.00019781294973348002,-0.0002850124525572027,-0.0004595352387144102,197.06651778130558,200.44081752811658,178.4250559636901,186.8027459959983,79.53680068484043,80.74711518443549,90.05258256821455,86.5074583061235,-78.16379885282947,-74.78949910602216,-82.8529245759631,-74.47523454366382
326,2,19.550583345940353,18.0918426359061,18.61638805954312,17.307118045770697,18.61638805954312,18.0918426359061,18.61638805954312,18.61638805954312,17.307118045770697,19.550583345940353,19.550583345940353,19.550583345940353,19.550583345940353,0.0,1.9369599983838222,1.655746381638992,0.2812136167448302,0.28121361674483025,1.9369599983838222,0.0,1.9369599983838222,1.655746381638992,0.2812136167448302,0.28121361674483025,1.9369599983838222,0.0,1.9369599983838222,1.9369599983838222,0.0,1.9369599983838222,0.0,1.655746381638992,0.09561262969324227,0.0,0.0,1.655746381638992,0.09561262969324227,0.0,0.0,1.7513590113322342,1.7513590113322342,1.7513590113322342,1.7513590113322342,25.221925927493146,25.251211432407274,25.233229974704308,25.23728918361353,25.23670925662525,25.23438968201168,275.23218932905,261.2793568647364,107.30869852623165,121.29433577331335,-0.0004222751677450203,-0.0001914300190119027,-0.0002780703853392314,-0.0004515861040460152,200.48371959137438,203.9703787308866,181.6713924118922,190.31989927938622,80.76240892820108,82.01389361533948,91.54278313623699,87.88081776264922,-74.74846973805103,-71.26181059856046,-79.60796445318638,-70.9594575857447
327,2,20.128017147175242,18.623881387409686,19.16422074757722,17.81670299226678,19.16422074757722,18.623881387409686,19.16422074757722,19.16422074757722,17.81670299226678,20.128017147175242,20.128017147175242,20.128017147175242,20.128017147175242,0.0,1.9660383935779895,1.681244687265503,0.2847937063124865,0.28479370631248657,1.9660383935779895,0.0,1.9660383935779895,1.681244687265503,0.2847937063124865,0.28479370631248657,1.9660383935779895,0.0,1.9660383935779895,1.9660383935779895,0.0,1.9660383935779895,0.0,1.681244687265503,0.09682986014624542,0.0,0.0,1.681244687265503,0.09682986014624542,0.0,0.0,1.7780745474117483,1.7780745474117483,1.7780745474117483,1.7780745474117483,25.222300035905544,25.251211432407274,25.233601526350967,25.2375768806015,25.237008934424757,25.234737277808605,275.2362420394348,261.2823353654558,107.30997278248732,121.29600656471496,-0.00040833015367066657,-0.00018095668191728438,-0.0002663468809003595,-0.0004375277347694833,204.02390197852347,207.63004451028485,185.0298073098542,193.96632722948706,82.03291061990008,83.32821525864743,93.08900893925791,89.30265263164168,-71.2123400629701,-67.60619753132463,-76.25252805747601,-67.31600813812562
328,2,20.725669657909467,19.173208867093216,19.730305857478715,18.34229874317341,19.730305857478715,19.173208867093216,19.730305857478715,19.730305857478715,18.34229874317341,20.725669657909467,20.725669657909467,20.725669657909467,20.725669657909467,0.0,1.9961789120112141,1.7076797601321754,0.28849915187903874,0.28849915187903874,1.9961789120112141,0.0,1.9961789120112141,1.7076797601321754,0.28849915187903874,0.28849915187903874,1.9961789120112141,0.0,1.9961789120112141,1.9961789120112141,0.0,1.9961789120112141,0.0,1.7076797601321754,0.09808971163887317,0.00026186982820117916,0.00021425713216460113,1.7076797601321754,0.09808971163887317,0.0,0.0,1.8062455987314143,1.8057694717710486,1.8062455987314143,1.8057694717710486,25.223193613854043,25.251211432407274,25.234286300099452,25.238107105901946,25.2375612408557,25.235377899492075,275.2437112289987,261.2878247397101,107.31232123781442,121.29908584590851,-0.0003862756826984093,-0.00016540449314287145,-0.0002484249272031498,-0.00041508573251077734,207.69700478620774,211.43015717493563,188.5091979060518,197.75204445278357,83.35191865475056,84.69381638332865,94.69570422349338,90.77696493361316,-67.54670645335153,-63.81355406519185,-72.77862684327769,-63.53578029794957
329,2,21.345288029303447,19.74109652315211,20.316056926252248,18.885015558135134,20.316056926252248,19.74109652315211,20.316056926252248,20.316056926252248,18.885015558135134,21.345288029303447,21.345288029303447,21.345288029303447,21.345288029303447,0.0,2.027473108344725,1.7351323225630435,0.2923407857816814,0.2923407857816813,2.027473108344725,0.0,2.027473108344725,1.7351323225630435,0.2923407857816814,0.2923407857816813,2.027473108344725,0.0,2.027473108344725,2.027473108344725,0.0,2.027473108344725,0.0,1.7351323225630435,0.09939586716577167,0.0008748924305272535,0.0007158210795222983,1.7351323225630435,0.09939586716577167,0.0,0.0,1.836118903238865,1.8345281897288153,1.836118903238865,1.8345281897288153,25.224851697876066,25.251211432407274,25.235387686374345,25.23895990955822,25.238449560510297,25.23640826915414,275.2557246318028,261.2966537383091,107.31609845080366,121.30403853172083,-0.0003543654591104653,-0.0001442203239611473,-0.00022330054362860094,-0.0003823434883284287,211.51381521700057,215.38177847122356,192.1194092883765,201.6878092625734,84.72333564881467,86.11465469836737,96.36756856273114,92.30814317368059,-63.74190946615033,-59.873946214474444,-69.17724449684152,-59.608844529085985
