t,cycle_no,base_pct,GDP_pct,GNI_pct,AD_pct,AS_pct,Pw_pct,Sw_pct,IKT_pct,IHT_pct,target_GDP,target_GNI,target_AD,target_AS,asymmetry,Pc,Pw,P_net,P_net_check,P_N,P_A,Sc,Sw,S_net,S_net_check,S_N,S_A,Mc,M_N,M_A,B_N,B_A,I_K_N,R_K_N,I_K_A,R_K_A,I_H_N,R_H_N,I_H_A,R_H_A,I_K_T_abs,I_H_T_abs,I_K_T_check,I_H_T_check,K_stock,H_stock,bal1_driver,bal2_driver,bal3_driver,bal4_driver,BAL_1_abs,BAL_2_abs,BAL_3_abs,BAL_4_abs,amp_mod_1,amp_mod_2,amp_mod_3,amp_mod_4,GDP_abs,GNI_abs,AD_abs,AS_abs,Pw_abs_plot,Sw_abs_plot,IKT_abs_plot,IHT_abs_plot,GDP_gap_abs,GNI_gap_abs,AD_gap_abs,AS_gap_abs
98,1,44.5839571346536,42.20834765555645,43.09843677624773,40.79746656026876,43.098436805087246,42.208347647385935,43.098436786929035,43.09843677624773,40.79746657629342,44.583957069473236,44.58395719983397,44.583957027571564,44.58395724173564,1.8216540867432938e-06,3.226593242821706,2.790172422384244,0.43642082043746216,0.436420820437462,3.22659112683647,2.1159852361360047e-06,3.226593242821706,2.7901729152887387,0.4364203275329674,0.43642032753296744,3.22659112683647,2.1159852361360047e-06,3.226593242821706,3.22659112683647,2.1159852361360047e-06,3.22659112683647,2.1159852361360047e-06,2.7901729152887387,0.14838307894873715,0.03270535474313702,0.0267589266080212,2.790172422384244,0.14838291136120893,0.0,0.0,2.998020275588634,2.938555333745453,2.998020275588634,2.938555333745453,11.623562553559296,10.818215501150464,11.311935867695423,11.19849653780881,11.214631510801125,11.27940665703913,123.38526924760463,115.93701494495143,47.685595599569176,54.21681109085508,0.0278385173234745,0.014236238520852745,0.01932085508512082,0.029438137643022548,174.75484372477976,178.44542600596296,160.96521005524266,170.3767993935958,64.14435460842043,65.32119415238634,74.97413728710148,71.40254648449957,51.36957447713091,55.06015675831647,45.02819511024798,54.439784448608194
99,1,45.42067253040416,43.043590033340806,43.93449401706017,41.629669180291735,43.93449408340554,43.04359001448504,43.934494041632526,43.93449401706017,41.62966921737598,45.420672378164426,45.4206726826439,45.42067228029603,45.42067278051229,3.5363176170594416e-06,3.270489940364188,2.828881208475652,0.44160873188853594,0.441608731888536,3.2704857767873583,4.163576829309201e-06,3.270489940364188,2.828882176709037,0.44160776365515075,0.441607763655151,3.2704857767873583,4.163576829309201e-06,3.270489940364188,3.2704857767873583,4.163576829309201e-06,3.2704857767873583,4.163576829309201e-06,2.828882176709037,0.15014696884210224,0.033896527125411066,0.027733522193518146,2.828881208475652,0.15014663964275127,0.0,0.0,3.0406591948700687,2.979027848118403,3.0406591948700687,2.979027848118403,11.685154278153423,10.818215501150464,11.349028781494292,11.22691389072585,11.244277322105077,11.314002605297743,123.78986128293623,116.23121721207859,47.811652186243464,54.383103702539195,0.029837595854623845,0.015206777310080341,0.020676605579413598,0.03156274125510872,178.66408530241978,182.36786686472072,164.69428906418597,174.14968024270442,65.38728910608417,66.56902115821246,76.46357426641018,72.87278944076266,54.87422401947599,58.57800558177733,48.463071852100015,57.91846303061969
100,1,46.257694263392125,43.87926968698592,44.770863315417564,42.462721089132714,44.77086346267334,43.87926964500114,44.77086336995674,44.770863315417564,42.462721171939066,46.25769392127939,46.25769460550486,46.25769370134977,46.25769482543448,6.627047770473314e-06,3.314443184381048,2.8676444140061137,0.44679877037493426,0.4467987703749343,3.3144352769906544,7.907390393548642e-06,3.314443184381048,2.867646249794947,0.4467969345861011,0.4467969345861009,3.3144352769906544,7.907390393548642e-06,3.314443184381048,3.3144352769906544,7.907390393548642e-06,3.3144352769906544,7.907390393548642e-06,2.867646249794947,0.15191158192747767,0.035065908550129025,0.028690288813741926,2.8676444140061137,0.15191095775927438,0.0,0.0,3.0833140290862957,3.0195553717653882,3.0833140290862957,3.0195553717653882,11.74887701454603,10.818215501150464,11.387330447478888,11.256235325707873,11.274869569522998,11.349718296585566,124.20763781786492,116.53477935850074,47.94173310218332,54.554778591689754,0.0318931708688789,0.016202377221590583,0.02206922246708332,0.033747876218456305,182.60146302788013,186.31700858598717,168.45089730700028,177.9455125248792,66.63958183013767,67.82564191450375,77.9644591554197,74.35649615144179,58.39382521001407,62.10937076812117,51.916117948498425,61.410733166377554
101,1,47.09483149911205,44.71528107145532,45.60744363358384,43.29647461580987,45.60744394954697,44.715280981078884,45.607443750607224,45.60744363358384,43.296474794570436,47.094830757725106,47.09483224049899,47.094830281119215,47.09483271710488,1.2020500175654316e-05,3.3584422880966596,2.9064523768784984,0.4519899112181612,0.4519899112181611,3.3584277548404584,1.453325620103668e-05,3.3584422880966596,2.9064557454137017,0.4519865426829577,0.4519865426829579,3.3584277548404584,1.453325620103668e-05,3.3584422880966596,3.3584277548404584,1.453325620103668e-05,3.3584277548404584,1.453325620103668e-05,2.9064557454137017,0.15367656981417482,0.03621602054669465,0.02963128953820471,2.9064523768784984,0.15367542451220562,0.0,0.0,3.125979625312776,3.060127801390704,3.125979625312776,3.060127801390704,11.814698986247178,10.818215501150464,11.426814721526648,11.286438831632829,11.306385583402315,11.386528652791114,124.63831368461393,116.84747350507558,48.07574195404011,54.73171521515459,0.03400320603659879,0.0172221315553551,0.023497374869489374,0.035991361479493236,186.56549318543392,190.29145333304797,172.23345206623296,181.76293730263882,67.9006506612458,69.09050926396253,79.47615520245756,75.85294073320628,61.92717950081985,65.65313964843389,55.38597856115723,64.91546379756309
102,1,47.931702812555365,45.551462127085564,46.44405413461427,44.13075027157267,46.444054791225504,45.551461938660935,46.44405437780362,46.44405413461427,44.130750645352535,47.93170125985543,47.9317043652553,47.931700261691184,47.931705363419546,2.1154156123214848e-05,3.4024665214691447,2.9452864824049634,0.45718003906418114,0.45718003906418136,3.402440609998265,2.591147087970121e-05,3.4024665214691447,2.945292478539212,0.4571740429299325,0.4571740429299327,3.402440609998265,2.591147087970121e-05,3.4024665214691447,3.402440609998265,2.591147087970121e-05,3.402440609998265,2.591147087970121e-05,2.945292478539212,0.1554412132818216,0.03735218797436186,0.03056088106993243,2.9452864824049634,0.15543917459617707,0.0,0.0,3.168646760865328,3.1007256570011403,3.168646760865328,3.1007256570011403,11.882594160268054,10.818215501150464,11.467457365139941,11.317503868715987,11.338804226947936,11.424410376369671,125.08162450106592,117.16908700528214,48.21358886630951,54.91380158844559,0.03616570396236511,0.0182651276948113,0.02495974312858062,0.03829106248917372,190.55453099053662,194.28956934431855,176.0402028599189,185.60036045757266,69.16986898827312,70.36301085912274,80.99794899322967,77.36133163065367,65.47290648947067,69.2079448432526,58.87111585463674,68.43127345229053
103,1,48.767852179129406,46.387607856524596,47.28046145501019,44.96534155944777,47.280462778859324,46.38760747538145,47.28046194532469,47.28046145501019,44.96534231775233,48.76784903021045,48.76785532804836,48.76784700590541,48.7678573523534,3.619788445847946e-05,3.4464911778302656,2.984124469187367,0.46236670864289825,0.4623667086428984,3.4464462657820665,4.491204819921674e-05,3.4464911778302656,2.9841348458040993,0.46235633202616633,0.46235633202616633,3.4464462657820665,4.491204819921674e-05,3.4464911778302656,3.4464462657820665,4.491204819921674e-05,3.4464462657820665,4.491204819921674e-05,2.9841348458040993,0.15720468093858542,0.03848020410455934,0.03148380335827582,2.984124469187367,0.15720115288889655,0.0,0.0,3.21130353420552,3.1413256220762635,3.21130353420552,3.1413256220762635,11.952540228051948,10.818215501150464,11.50923476634435,11.34941039271891,11.372104877623709,11.463340758773517,125.53731271892369,117.49941234294502,48.35518615016124,55.100928558211045,0.038378637334332756,0.01933039493897353,0.02645496064337761,0.0406448218832609,194.5668335136852,198.30959436489164,179.86931017233528,189.4560578594004,70.44658816473564,71.64250288923337,82.52908955186851,78.88084808869888,69.02952079476151,72.77228164596795,62.369897829390226,71.95664551645538
104,1,49.6030349096321,47.22352834186219,48.11646365766575,45.80005206515162,48.1164662513942,47.223527592653596,48.116464618305905,48.11646365766575,45.80005356018183,49.60302871428291,49.603041104981294,49.60302473155843,49.60304508770577,6.034574237396238e-05,3.4905026332058733,3.022953659734446,0.4675489734714271,0.4675489734714273,3.490426803895716,7.582931015726841e-05,3.4905026332058733,3.0229711524001655,0.4675314808057077,0.46753148080570783,3.490426803895716,7.582931015726841e-05,3.4905026332058733,3.490426803895716,7.582931015726841e-05,3.490426803895716,7.582931015726841e-05,3.0229711524001655,0.15896665098028523,0.039601013738276354,0.03240082942222611,3.022953659734446,0.15896070347394065,0.0,0.0,3.253939646540953,3.181914363208387,3.253939646540953,3.181914363208387,12.024512996139713,10.818215501150464,11.552121699448929,11.382137149844588,11.406265646669578,11.503295594897034,126.00510318823,117.83822947943914,48.50044073267006,55.29297977758284,0.040639862443528824,0.020416855980767454,0.027981551217632246,0.04305036890637554,198.6007836530352,202.34995863630874,183.7190181867341,193.32850067434515,71.73021007167614,72.92841334188827,84.06890877812974,80.41070728228752,72.5956804648052,76.34485544807875,65.88078870729497,75.49027119490601
105,1,50.43744042537156,48.05912489957159,48.95199009065229,46.6347487857225,48.95199503618667,48.059123466303156,48.95199192233169,48.95199009065229,46.634751654386115,50.437428580329914,50.43745227041321,50.43742096566029,50.43745988508284,9.819081473006639e-05,3.534510149388185,3.061781308994755,0.4727288403934301,0.47272884039343,3.5343852090729384,0.00012494031524644124,3.534510149388185,3.0618100869080838,0.47270006248010127,0.4727000624801012,3.5343852090729384,0.00012494031524644124,3.534510149388185,3.5343852090729384,0.00012494031524644124,3.5343852090729384,0.00012494031524644124,3.0618100869080838,0.16072780573376624,0.040707481089779236,0.03330612089163756,3.061781308994755,0.16071802124323445,0.0,0.0,3.2965514946232672,3.2224993302379894,3.2965514946232672,3.2224993302379894,12.098479427044472,10.818215501150464,11.596088894655738,11.415659833890475,11.441261453746698,11.544246922945007,126.48467664781323,118.18528677486275,48.649245970038116,55.489820842383985,0.04294704364632158,0.021523300591956965,0.029537884166700893,0.04550523698627394,202.65518117583554,206.40967062654258,187.5878743740484,197.21674403351489,73.02028037019201,74.22036505730115,85.61696505341402,81.95024654855628,76.1705045280223,79.92499397872935,69.40258759918565,79.03145725865214
106,1,51.27162494580844,48.89443701349961,49.78715245588131,47.46939922125383,49.787161645627826,48.89443434135071,49.78715585949112,49.78715245588131,47.469404585761616,51.27160290383859,51.27164698777829,51.27158873400083,51.27166115761605,0.00015619469110000493,3.578542413927577,3.1006314677996123,0.47791094612796486,0.4779109461279649,3.578341192169882,0.0002012217576954062,3.578542413927577,3.100677746431975,0.47786466749560214,0.4778646674956022,3.578341192169882,0.0002012217576954062,3.578542413927577,3.578341192169882,0.0002012217576954062,3.578341192169882,0.0002012217576954062,3.100677746431975,0.16248972168350806,0.041787518923955165,0.03418978821050877,3.1006314677996123,0.16247398694850473,0.0,0.0,3.339144775249947,3.263105454748117,3.339144775249947,3.263105454748117,12.17439309260817,10.818215501150464,11.641101425306328,11.449949874484139,11.477062759257374,11.586161528542307,126.97565213413115,118.54028844275169,48.801476257308316,55.691292100820995,0.04529761516096306,0.02264839111534289,0.031122163117623225,0.04800671817410179,206.72941715152035,210.48850701289047,191.4748774854227,201.1206207367672,74.3165439822989,75.5182360237209,87.17311328918007,83.49897796325095,79.7537650173892,83.51285487875931,72.934589042671,82.5803322940155
107,1,52.106229922161106,49.72963363988955,50.62221767920124,48.30407157544157,50.62223434205447,49.72962877855326,50.62222385062836,50.62221767920124,48.30408136478121,52.10618994349815,52.10626990082406,52.106164242929104,52.10629560139311,0.000243260762345062,3.6226327353113863,3.1395318064785673,0.4831009288328191,0.48310092883281897,3.6223154873270667,0.00031724798431968896,3.6226327353113863,3.1396046621884577,0.48302807312292867,0.4830280731229286,3.6223154873270667,0.00031724798431968896,3.6226327353113863,3.6223154873270667,0.00031724798431968896,3.6223154873270667,0.00031724798431968896,3.1396046621884577,0.1642543158031585,0.04283076800620569,0.03504335564144102,3.1395318064785673,0.16422954486179575,0.0,0.0,3.381733101639263,3.303761351340363,3.381733101639263,3.303761351340363,12.25219432784055,10.818215501150464,11.687118528968146,11.484974322723152,11.513635441678085,11.629000785803015,127.47758502976605,118.90289336611937,48.95698650677356,55.897207889549726,0.04768879051577737,0.023790694574971072,0.0327324492597673,0.050551867519957015,210.82342858837035,214.58688938670298,195.37947706218168,205.04062179357283,75.61892987401087,76.82211930358034,88.73745738991528,85.0565874921462,83.3458435586043,87.10930435693693,76.47658369606233,86.13772842745345
108,1,52.94175768616119,50.56496429807919,51.457532202018825,49.13890531965272,51.45756171840126,50.56495565785894,51.45754313401232,51.457532202018825,49.13892277230876,52.941686917583056,52.94182845473932,52.94164142349711,52.94187394882527,0.00037141715407624154,3.6668071900986123,3.1785030099357376,0.48830418016287475,0.4883041801628747,3.666316900665819,0.0004902894327933816,3.6668071900986123,3.1786154409229006,0.4881917491757116,0.48819174917571173,3.666316900665819,0.0004902894327933816,3.6668071900986123,3.666316900665819,0.0004902894327933816,3.666316900665819,0.0004902894327933816,3.1786154409229006,0.16602342125537742,0.04383240406857537,0.03586287605610712,3.1785030099357376,0.16598519471974196,0.0,0.0,3.4243341423029605,3.34448820465548,3.4243341423029605,3.34448820465548,12.331814147288402,10.818215501150464,11.734094710992018,11.52069671365382,11.550941694811574,11.672721692575841,127.98997910050971,119.27272402662055,49.115615963171244,56.107361509797464,0.05011760903904209,0.024948724718904147,0.03436670479181962,0.05313754848149608,214.93749635122242,218.70556947023346,199.30145514024707,208.97758427280957,76.92748536753052,78.13222155687485,90.31023093783637,86.62289067508272,86.9475172507127,90.71559036972374,80.02873111362649,89.70486024618901
109,1,53.778536672386714,51.400705870208036,52.29345065233473,49.97407503363346,52.2935017874283,51.40069085116082,52.29346959125828,52.29345065233473,49.974105465430846,53.77841426394612,53.77865908082731,53.77833557280573,53.7787377719677,0.0005566107922040212,3.71108274854298,3.2175569483431246,0.4935258001998551,0.49352580019985526,3.710339122207883,0.0007436263350964262,3.71108274854298,3.217727229329946,0.49335551921303383,0.49335551921303367,3.710339122207883,0.0007436263350964262,3.71108274854298,3.710339122207883,0.0007436263350964262,3.710339122207883,0.0007436263350964262,3.217727229329946,0.16779877206795074,0.04479199002914559,0.03664799184202821,3.2175569483431246,0.16774087653243153,0.0,0.0,3.466965983269071,3.385297824875556,3.466965983269071,3.385297824875556,12.413178929570499,10.818215501150464,11.781981379103566,11.557078329184527,11.588941343741588,11.717278398758994,128.51230432471715,119.64937957937839,49.277193799238084,56.32153257352582,0.052580995008740826,0.026120975586445848,0.036022836007384096,0.0557604948005809,219.07202965497805,222.84533755590994,203.24078076121498,212.932400650935,78.24230592787296,79.44876894564621,91.89168678051661,88.19777869088745,90.5597253302609,94.33303323119279,83.59140118183659,93.2830210715566
110,1,54.61679353161293,52.237128618183135,53.13029859508629,50.80976417242668,53.1303853225006,52.23710305894895,53.130330716350855,53.13029859508629,50.809816122958054,54.61658641078881,54.61700065243704,54.616453261687596,54.61713380153826,0.00081960839925012,3.755471055615258,3.2566998121732333,0.49877124344202495,0.49877124344202484,3.754362969991942,0.0011080856233162727,3.755471055615258,3.256953191613609,0.498517864001649,0.498517864001649,3.754362969991942,0.0011080856233162727,3.755471055615258,3.754362969991942,0.0011080856233162727,3.754362969991942,0.0011080856233162727,3.256953191613609,0.1695822227702885,0.04571039768102662,0.03739941628447632,3.2566998121732333,0.16949607376056067,0.0,0.0,3.5096452283494006,3.426195885933794,3.5096452283494006,3.426195885933794,12.496213360170309,10.818215501150464,11.830728181114857,11.594079230109918,11.627592920434548,11.762623456528987,129.04401148443498,120.03244653743658,49.44154368926265,56.539493012915194,0.05507580481684936,0.027305935668853358,0.037698719936531386,0.05841736243652819,223.22742792511167,227.0068711526274,207.19750139966084,216.90586774140883,79.56348960776958,80.77195799577933,93.48203940644763,89.78117833588519,94.1834164406767,97.96285966819244,87.16505486222425,96.87342120397224
111,1,55.4567169419244,53.07448255960131,53.9683659373798,51.64615114876397,53.968510076591826,53.07443993615589,53.96841932227314,53.9683659373798,51.64623805577653,55.456373761370166,55.45706012247863,55.45615314529959,55.45728073854921,0.0011869927621393065,3.799981791011743,3.295934849946052,0.5040469410656909,0.5040469410656909,3.7983579926941538,0.0016237983175891551,3.799981791011743,3.2963056375459714,0.5036761534657715,0.5036761534657717,3.7983579926941538,0.0016237983175891551,3.799981791011743,3.7983579926941538,0.0016237983175891551,3.7983579926941538,0.0016237983175891551,3.2963056375459714,0.17137595996233493,0.04658778591393506,0.038117279384128684,3.295934849946052,0.17124989217836234,0.0,0.0,3.55238666280637,3.4671847421244144,3.55238666280637,3.4671847421244144,12.580840972303474,10.818215501150464,11.880283581579322,11.631658705830342,11.666854131757194,11.808708361015418,129.584538455282,120.42150342766398,49.6084857991374,56.761009679230405,0.05759884809554644,0.028502082391713462,0.039392209020929214,0.06110475526929452,227.40402049477976,231.19070517493455,211.17167881638292,220.8986584374121,80.89111641200445,82.101945584324,95.0814529805806,91.37302826154394,97.81948203949776,101.60616671965255,90.75017538871892,100.47715500974813
112,1,56.298481277335696,53.91299453971499,54.80791432746673,52.48340240642532,54.80814927625595,53.912924825385325,54.80800134553683,54.80791432746673,52.48354499941385,56.29792393995532,56.299038614716075,56.29756565163937,56.299396903032026,0.001692233422827243,3.844623915660338,3.33526321607253,0.5093606995878079,0.5093606995878082,3.842281755268557,0.0023421603917812934,3.844623915660338,3.335797304167982,0.5088266114923565,0.5088266114923563,3.842281755268557,0.0023421603917812934,3.844623915660338,3.842281755268557,0.0023421603917812934,3.842281755268557,0.0023421603917812934,3.335797304167982,0.17318263785985472,0.04742302877013172,0.038800659902835044,3.33526321607253,0.17300104790740123,0.0,0.0,3.5952036307008037,3.5082642639799313,3.5952036307008037,3.5082642639799313,12.666983002090676,10.818215501150464,11.930594668354438,11.669775137906662,11.70668171542935,11.855483374064207,130.13330809652572,120.81611937814989,49.777836173857175,56.985843495702106,0.060146882337869,0.029707864370768368,0.041101118204621444,0.06381922249521753,231.60204361649738,235.3972536102157,215.1633479768331,224.9113475787875,82.22523966678953,83.43885572878263,96.69004864668211,92.97326335058412,101.46873551997166,105.26394551369,94.34722859868322,104.09522820063765
113,1,57.14224842626605,54.75286782253604,55.64918654302434,53.32166740139069,55.64956244809933,54.75275589993378,55.64932576712619,55.64918654302434,53.32189705214393,57.14136047822438,57.14313637430772,57.14078965448331,57.143707198048794,0.0023768001467968057,3.8894057641134596,3.374683779529827,0.5147219845836326,0.5147219845836326,3.8860778016446647,0.0033279624687949966,3.8894057641134596,3.3754416336722866,0.5139641304411728,0.5139641304411731,3.8860778016446647,0.0033279624687949966,3.8894057641134596,3.8860778016446647,0.0033279624687949966,3.8860778016446647,0.0033279624687949966,3.3754416336722866,0.1750054747584351,0.04821377289493604,0.03944763236858403,3.374683779529827,0.1747478043499988,0.0,0.0,3.6381085136942417,3.5494315838798256,3.6381085136942417,3.5494315838798256,12.754556525787525,10.818215501150464,11.981606454111445,11.708385481521915,11.747030896655001,11.902896878646425,130.68972063227957,121.21584874982386,49.949404427067016,57.213746354358705,0.06271659042227994,0.030921681382050717,0.042823204110182644,0.06655723661179883,235.82162326505102,239.62683489518022,219.17248056399268,228.9444445616413,83.56587930162627,84.7827879412257,98.30791317058845,94.58180055771055,105.13190263277141,108.93711426290065,97.95663181416882,107.72859581181743
114,1,57.988164319882756,55.594280730706664,56.49241383020565,54.161073107129866,56.49300460067971,55.5941042250396,56.49263263408493,56.49241383020565,54.16143642353225,57.986775401104346,57.989553238661166,57.98588252474679,57.99044611501872,0.003291274354852958,3.9343348564733516,3.414192672020735,0.5201421844526164,0.5201421844526166,3.9296732253234063,0.004661631149945341,3.9343348564733516,3.4152528128957154,0.5190820435776362,0.5190820435776362,3.9296732253234063,0.004661631149945341,3.9343348564733516,3.9296732253234063,0.004661631149945341,3.9296732253234063,0.004661631149945341,3.4152528128957154,0.17684834271388958,0.04895657235198579,0.040055377378897465,3.414192672020735,0.17648789481639632,0.0,0.0,3.681113105340488,3.5906805668371313,3.681113105340488,3.5906805668371313,12.843472474261361,10.818215501150464,12.033260999215603,11.747444614143866,11.787854705620362,11.950894568092481,131.25314408429367,121.62022439321841,50.122990839004075,57.44445721891206,0.06530455437682361,0.03214187049226008,0.04455614655150249,0.06931516576155473,240.06275271562333,243.87968752102978,223.1989461759151,232.9984189394964,84.91301347373452,86.1338228459916,99.9351039403975,96.19852405230742,108.8096086313297,112.62654343673611,101.57872178269669,111.37819454627798
115,1,58.83635550184735,56.437383269067645,57.3378207420088,55.00171713573443,57.33873336483735,56.43710965247398,57.338158750463826,57.3378207420088,55.002282131768155,58.8342209715716,58.838490032123104,58.83284877353719,58.839862230157514,0.004496395983810192,3.979417711871439,3.453782836285958,0.5256348755854808,0.5256348755854807,3.9729762182571164,0.0064414936143222775,3.979417711871439,3.4552458149356715,0.5241718969357673,0.5241718969357674,3.9729762182571164,0.0064414936143222775,3.979417711871439,3.9729762182571164,0.0064414936143222775,3.9729762182571164,0.0064414936143222775,3.4552458149356715,0.1787158576990635,0.04964695186424254,0.04062023334347117,3.453782836285958,0.1782184449581609,0.0,0.0,3.7242288578424487,3.632001281244119,3.7242288578424487,3.632001281244119,12.933633805243794,10.818215501150464,12.085496651241236,11.786904775322157,11.829103389811157,11.999418744748258,131.8229059769431,122.02875184873993,50.29838385761928,57.67769875360251,0.06790723759713946,0.03336670326906488,0.046297540050183286,0.07208925363322972,244.32526370192244,248.15597724787733,227.24247001844293,237.0737198788489,86.26656808620874,87.49202549060098,101.57165093731946,97.82326967567107,112.50235772497933,116.33307127093423,105.213718169703,115.04496803010896
116,1,59.68692434320975,57.282289603928646,58.185625354606294,55.843657821215515,58.187012010754145,57.28187240439974,58.186138930957355,58.185625354606294,55.84452203568109,59.683699173699345,59.69014951272016,59.68162585044265,59.69222283597686,0.006063959971639451,4.024659589236644,3.493443526098431,0.5312160631382129,0.531216063138213,4.015873654363146,0.008785934873498118,4.024659589236644,3.4954363649050806,0.5292232243315637,0.5292232243315635,4.015873654363146,0.008785934873498118,4.024659589236644,4.015873654363146,0.008785934873498118,4.015873654363146,0.008785934873498118,3.4954363649050806,0.1806134614669924,0.0502793866920666,0.04113768002078176,3.493443526098431,0.17993589627273165,0.0,0.0,3.7674668930849213,3.6733794223711627,3.7674668930849213,3.6733794223711627,13.024934182821214,10.818215501150464,12.138247661191134,11.826715293236385,11.870724125759036,12.04840796934854,132.3982891511298,122.44090651564588,50.47535887289779,57.91317563783946,0.07052098259286137,0.0345943943207147,0.04804489821521915,0.07487561516199442,248.60878487315225,252.45578966736343,231.30258225440517,241.17078278516962,87.62640213148151,88.85744433257895,103.2175533941694,99.4558072736209,116.21049572202244,120.05750051623363,108.86167573875932,118.72987626952374
117,1,60.539925965829624,58.12906008862526,59.03602693475431,56.686896670701515,59.038100431907445,58.128434027228025,59.036794896662876,59.03602693475431,56.68819763395136,60.535132034889536,60.54471989676971,60.53205022214234,60.54780170951691,0.008077455594200103,4.0700632531867456,3.5331589836422754,0.5369042695444702,0.5369042695444701,4.058227981317193,0.011835271869552556,4.0700632531867456,3.535840016155949,0.5342232370307967,0.5342232370307967,4.058227981317193,0.011835271869552556,4.0700632531867456,4.058227981317193,0.011835271869552556,4.058227981317193,0.011835271869552556,3.535840016155949,0.1825474516451199,0.050847448229270724,0.041602457642130594,3.5331589836422754,0.18163590059047088,0.0,0.0,3.81083737367247,3.7147948842327465,3.81083737367247,3.7147948842327465,13.117257852962073,10.818215501150464,12.191444350941293,11.866822727719583,11.91266116613739,12.097797222486818,132.97853359069114,122.8561351327538,50.65367884232336,58.15057534233945,0.07314202208274785,0.035823116886025276,0.049795667598254226,0.0776702467541862,252.9126620031569,256.77907565391695,235.37854093355764,245.28999101286763,88.99228070773295,90.23009556790984,104.87275891936709,101.0958141224615,119.93412841246575,123.8005420632258,112.52240580080384,122.43385588011382
118,1,61.39528374970668,58.97766390686165,59.88917003387908,57.531346530790586,59.89222305945958,58.9767387855736,59.89030078409408,59.88917003387908,57.53327498723475,61.38826976790336,61.40229773151,61.383760779601225,61.40680671981213,0.010632346017736154,4.115624462418108,3.572904284228978,0.5427201781891297,0.5427201781891298,4.099871314807252,0.01575314761085592,4.115624462418108,3.5764682835161667,0.539156178901941,0.539156178901941,4.099871314807252,0.01575314761085592,4.115624462418108,4.099871314807252,0.01575314761085592,4.099871314807252,0.01575314761085592,3.5764682835161667,0.1845248605843041,0.05134499019504925,0.04200953743231302,3.572904284228978,0.18331310082665997,0.0,0.0,3.854347671727833,3.756217385055638,3.854347671727833,3.756217385055638,13.210481389481146,10.818215501150464,12.245013748315463,11.907171364425569,11.954856354239004,12.147518499758222,133.56284334949376,123.2738608945109,50.83309647848228,58.389570989804426,0.07576648708640914,0.03705102127526526,0.0515472424617262,0.08046903436495582,257.2357993126143,261.125500031042,239.4691996350349,249.431545184379,90.36382293076335,91.60991714327193,106.53710621555523,102.74282773045996,123.67295596312053,127.56265668154825,116.195338740524,126.15768428986809
119,1,62.2526271970328,59.82792351902191,60.74508863932236,58.37678546892844,60.74951729143937,59.82657669041105,60.74672888084718,60.74508863932236,58.37960174826415,62.24252067666987,62.26273371739573,62.23602362786512,62.26923076620048,0.013835938826667131,4.161323299620648,3.6126375867775598,0.5486857128430881,0.548685712843088,4.140596006360495,0.020727293260152924,4.161323299620648,3.61732103960345,0.5440022600171976,0.5440022600171979,4.140596006360495,0.020727293260152924,4.161323299620648,4.140596006360495,0.020727293260152924,4.140596006360495,0.020727293260152924,3.61732103960345,0.18655314236664997,0.051768936249437146,0.042356402385903116,3.6126375867775598,0.18496076840584721,0.0,0.0,3.89799952060544,3.797598355183407,3.89799952060544,3.797598355183407,13.304476804929466,10.818215501150464,12.298880190200126,11.947703693263884,11.997249620384533,12.197501379548859,134.15039312992792,123.69348840418738,51.01335635983582,58.62982408411899,0.0783903734257777,0.03827626169152778,0.05329696978637383,0.08326771743406865,261.5764181151149,265.4941999159212,243.57281562240917,253.59525082711278,91.74042408522416,92.99669505614568,108.2102334792777,104.39617441588469,127.42602498518698,131.34380678599325,119.87932721822179,129.9017624229254
120,1,63.111183267551915,60.679468789791315,61.603669912762975,59.222815053834886,61.61000188134161,60.67753606092932,61.60601508631061,61.603669912762975,59.22686894082788,63.096834179799814,63.12553235530402,63.087609766244896,63.134756768858935,0.017806887594674404,4.20711831974114,3.6522949544748724,0.5548233652662672,0.5548233652662673,4.1801486738549745,0.026969645886165333,4.20711831974114,3.658381337765473,0.548736981975667,0.5487369819756669,4.1801486738549745,0.026969645886165333,4.20711831974114,4.1801486738549745,0.026969645886165333,4.1801486738549745,0.026969645886165333,3.658381337765473,0.18863994419053084,0.05212123597719924,0.04264464761770847,3.6522949544748724,0.1865705738717268,0.0,0.0,3.9417871655509114,3.838865528346599,3.9417871655509114,3.838865528346599,13.399113397029447,10.818215501150464,12.352965270544477,11.988360537149218,12.039779086076832,12.247673024766126,134.74032771571564,124.11440500680757,51.19419537359346,58.87098451866758,0.08100938921792938,0.03949704821280174,0.05504212645945442,0.08606172249555644,265.9318397672848,269.883609370609,247.68687233737882,257.78038570901384,93.12118738832126,94.39001313074672,109.89151128750211,106.05489894584399,131.1915120515692,135.14328165489337,123.57246733057124,133.66598070220627
